eventid	country	region	provstate	city	crit1	crit2	crit3	doubtterr	alternative	multiple	success	suicide	attacktype1	targtype1	targsubtype1	corp1	target1	natlty1	gname	guncertain1	individual	nperps	nperpcap	claimed	claimmode	weaptype1	weapsubtype1	nwoundte	property	propextent	propvalue	ishostkid	nhostkid	nhostkidus	nhours	ndays	divert	ransom	hostkidoutcome	nreleased
201605140047	182	11	Hiiraan	Adan Yabaal	1	1	1	0		0	1	0	6	14	113	Not Applicable	Suspected Spies	182	Al-Shabaab	0	0	-99	0	1	8	13		0	0			1	4	0	-99			0	4	0
201605140051	200	10	Aleppo	Aleppo	1	1	1	0		0	1	0	3	10		Radio and TV Center	Center	200	Abu Amarah Battalion	0	0	-99	0	1	6	6	11	0	-9			0								
201605140053	19	6	Khulna	Khulna	1	1	1	0		0	1	0	3	3	26	Bangladeshi Department of Prisons	Residence of Khulna Jail Superintendent: Qamrul Islam	19	Bangladesh Nationalist Party (BNP)	0	0	2	2	0		6	17	0	1	3	-99	0								
201605140055	4	6	Baghlan	Chashma Sher	1	1	1	0		0	1	0	2	3	22	Afghan Local Police (ALP)	Checkpost	4	Taliban	0	0	-99	0	1	7	5	5	15	0			0								
201605140056	4	6	Baghlan	Qaysar Khel	1	1	0	1	1	1	0	0	9	4	27	Afghan National Army (ANA)	Checkpost	4	Taliban	0	0	-99	0	1	7	13		4	0			0								
201605140057	4	6	Baghlan	Kog Chinar	1	1	0	1	1	1	0	0	9	4	27	Afghan National Army (ANA)	Checkpost	4	Taliban	0	0	-99	0	1	7	13		3	0			0								
201605140058	4	6	Baghlan	Puli Khumri	1	1	0	1	1	1	0	0	9	4	27	Afghan National Army (ANA)	Checkpost	4	Taliban	0	0	-99	0	1	7	13		3	0			0								
201605140059	4	6	Baghlan	Puli Khumri	1	1	0	1	1	1	0	0	9	4	27	Afghan National Security Force (ANSF)	Checkpost	4	Taliban	0	0	-99	0	1	7	13		3	0			0								
201605140068	45	3	Choco	Opogodo	1	1	1	0		0	1	0	6	2	18	Government of Colombia	Vehicle of Employee: Tulio Hurtado Ibarguen	45	National Liberation Army of Colombia (ELN)	0	0	-99	0	0		8	18	0	1	3	-99	1	1	0		2		0	2	1
201605150001	95	10	Saladin	Taji	1	1	1	0		0	1	1	3	21	106	Unknown	Natural Gas Plant	95	Islamic State of Iraq and the Levant (ISIL)	0	0	8	0	1	7	6	15	0	1	4	-99	0								
201605150002	228	10	Hadramawt	Mukalla	1	1	1	0		1	1	1	3	3	25	Yemeni Police	Recruits	228	Hadramawt Province of the Islamic State	0	0	1	0	1	4	6	13	0	-9			0								
201605150014	153	6	Balochistan	Turbat	1	1	1	0		0	1	0	6	2	18	Government of Balochistan	Employees	153	Baloch Republican Army (BRA)	0	0	-99	0	1	2	5	5	0	0			1	4	0		11		0	6	0
201605150015	123	11	Kidal	Unknown	1	1	1	0		0	1	0	2	4	33	Malian Armed Forces	Doctor: Mahamadou Camara	123	Muslim extremists	1	0	-99	0	0		5	5	0	0			0								
201605150018	182	11	Hiiraan	Halgan	1	1	0	1	1	0	1	0	2	4	27	African Union Mission in Somalia (AMISOM)	Joint Base	422	Al-Shabaab	0	0	-99	0	1	10	5	5		-9			0								
201605150024	229	11	North Kivu	Ndalia	1	1	1	0		1	1	0	7	14	75	Ndalia Village	Village	229	Allied Democratic Forces (ADF)	0	0	-99	1	0		8	18	0	1	3	-99	0								
201605150025	229	11	North Kivu	Kata Beyi	1	1	1	0		1	1	0	7	14	75	Kata Beyi Village	Village	229	Allied Democratic Forces (ADF)	0	0	-99	0	0		8	18	0	1	3	-99	0								
201605150027	60	10	North Sinai	Arish	1	1	1	0		0	1	0	3	3	23	Egyptian National Police (ENP)	Vehicle	60	Sinai Province of the Islamic State	0	0	-99	0	1	8	6	12	0	-9			0								
201605150031	182	11	Banaadir	Mogadishu	1	1	1	0		0	1	0	3	14	67	Not Applicable	Civilians	182	Al-Shabaab	1	0	-99	0	0		6	16	0	-9			0								
201605150032	153	6	Khyber Pakhtunkhwa	Gomal	1	1	1	0		0	1	0	1	17	94	Aman Lashkars	Deputy: Barakat Ali	153	Halqa-e-Mehsud	1	0	-99	0	0		5	5	0	0			0								
201605150033	45	3	Norte de Santander	Sardinata	1	1	0	1	1	0	1	0	9	4	34	Military Forces of Colombia	Soldiers	45	National Liberation Army of Colombia (ELN)	0	0	-99	0	0		13		0	0			0								
201605150034	113	10	Sirte	Abu Hadi	1	1	1	0		0	1	0	6	14	68	Not Applicable	Civilian: Saddam Gaddafi	113	Tripoli Province of the Islamic State	0	0	-99	0	0		13		0	0			1	1	0	-99			0	4	0
201605150035	209	10	Sirnak	Silopi	1	1	1	0		0	1	0	3	14	68	Not Applicable	"Children: Enes Erdem, Kerem Kultur, Diyar Inan"	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		6	16	0	-9			0								
201605150037	137	11	Zambezia	Murrotone	1	1	1	0		0	1	0	9	19	99	Unknown	Bus	137	Mozambique National Resistance Movement (MNR)	0	0	-99	0	0		13		0	0			0								
201605150038	160	5	Basilan	Limook	1	1	1	0		0	1	0	3	21	107	Unknown	Power Pylon	160	Abu Sayyaf Group (ASG)	0	0	-99	0	0		6	16	0	1	4	-99	0								
201605150045	138	5	Kachin	Hmaw Si Sar	1	1	1	0		1	1	0	3	1	10	Yadanar Moe Myay Company Limited	Mining Site	138	Kachin Independence Army (KIA)	0	0	8	3	1	8	6	17	0	1	4	-99	0								
201605150046	138	5	Kachin	Hmaw Si Sar	1	1	1	0		1	1	0	7	1	10	Lin Htet Aung Company Limited	Mining Machinery	138	Kachin Independence Army (KIA)	0	0	-99	3	1	8	8	18	0	1	4	-99	0								
201605150047	138	5	Kachin	Yumar	1	1	1	0		1	1	0	3	1	10	Kyal Lin	Mining Equipment	138	Kachin Independence Army (KIA)	0	0	-99	3	1	8	6	16	0	1	4	-99	0								
201605150054	160	5	Agusan del Sur	Talacogon district	1	1	1	0		0	1	0	9	14	67	Not Applicable	Civilians	160	New People's Army (NPA)	0	0	30	0	0		13		0	0			0								
201605150057	92	6	Tamil Nadu	Unknown	1	1	1	0		0	1	0	9	14	71	Not Applicable	Dalit Civilian: Dubai Gandhi	92	Hindu extremists	0	0	-99	0	0		13		0	0			0								
201605160003	95	10	Al Anbar	Khalidiyah	1	1	1	0		1	1	0	3	14	76	Not Applicable	Residences	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	11	0	1	3	-99	0								
201605160004	113	10	Sirte	Sirte	1	1	1	0		0	1	0	6	2	15	Central Region Tribes Council	Member	113	Tripoli Province of the Islamic State	0	0	-99	0	0		13		0	0			1	1	0		-99		0	7	-99
201605160012	95	10	Nineveh	Mosul	1	1	1	0		0	1	0	6	14	67	Not Applicable	Civilians	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		12		0	0			1	20	0	-99			0	4	0
201605160019	182	11	Gedo	Bardere	1	1	0	1	1	0	1	0	2	4	34	African Union Mission in Somalia (AMISOM)	Ethiopian Soldiers	422	Al-Shabaab	0	0	-99	0	0		6	11	0	-9			0								
201605160035	205	5	Pattani	Thanon tambon	1	1	1	0		0	1	0	3	4	35	Royal Thai Armed Forces	Truck	205	Separatists	0	0	-99	0	0		6	12	0	1	3	-99	0								
201605160036	92	6	Chhattisgarh	Narayanpur district	1	1	1	0		0	1	0	3	3	23	Indo-Tibetan Border Police (ITBP)	Patrol	92	Maoists	0	0	-99	0	0		6	16	0	0			0								
201605160039	97	10	Jerusalem	Jerusalem	1	1	1	0		0	1	0	2	14	67	Not Applicable	Civilian	97	Palestinian Extremists	0	0	1	1	0		9	23	0	0			0								
201605160040	4	6	Farah	Lash Wa Juwayn district	1	1	1	0		0	1	0	3	3	25	Afghan Police	Officers	4	Taliban	0	0	-99	0	1	7	6	8	0	1	3	-99	0								
201605160043	92	6	Jammu and Kashmir	Autipora	1	1	1	0		0	1	0	6	14	68	Not Applicable	Civilian: Manzoor Ahmad Pala	92	Hizbul Mujahideen (HM)	1	0	-99	0	0		5	5	0	0			1	1	0	-99			0	4	0
201605160046	95	10	Al Anbar	Khalidiyah	1	1	1	0		1	1	0	3	14	74	Unknown	Market	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	11	0	-9			0								
201605160047	95	10	Al Anbar	Khalidiyah	1	1	1	0		1	1	0	3	8	49	Unknown	School	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	11	0	1	3	-99	0								
201605160048	160	5	Misamis Oriental	Sioan	1	1	1	0		0	1	0	1	15	87	"Apocalypse International Ministry, Inc."	Founder: Francisco Baguiz	160	New People's Army (NPA)	0	0	30	0	1	10	5	5	0	0			0								
201605160062	147	11	Benue	Tse Atue	1	1	1	0		0	1	0	2	14	75	Tse Atue Community	Community	147	Fulani extremists	0	0	-99	0	0		5	5	0	1	3	-99	0								
201605160063	92	6	Chhattisgarh	Tadoki	1	1	1	0		0	0	0	3	4	34	Indian Armed Forces	Soldiers	92	Maoists	0	0	-99	0	0		6	8	0	0			0								
201605160064	200	10	Homs	Palmyra	1	1	1	0		0	1	0	3	21	106	Shaer Oil and Gas Field	Gas Field	200	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	16	0	1	4	-99	0								
201605160067	4	6	Faryab	Pashtun Kot district	1	1	1	0		0	1	0	6	14	67	Not Applicable	Civilians	4	Taliban	0	0	-99	0	0		5	5	0	0			1	25	0		-99		0	7	-99
201605160069	43	3	Araucania	Unknown	1	1	1	0		0	1	0	5	1	5	Nylyumar Forestry	Logging Site	43	Mapuche activists	0	0	12	0	1	5	5	4	0	1	3	600000	1	-99	0	1			0	2	-99
201605160070	209	10	Hakkari	Oremar	1	1	0	1	1	0	1	0	9	4	27	Turkish Land Forces	Outpost	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	1	10	13		0	0			0								
201605170001	4	6	Kabul	Kabul	1	1	1	0		0	0	1	3	2	21	Afghan Ministry of Interior	Compound	4	Taliban	0	0	1	1	0		6	15	1	0			0								
201605170022	153	6	Balochistan	Tump	1	1	0	1	1	0	1	0	9	4	29	Frontier Corps (FC)	Convoy	153	Baloch Republican Army (BRA)	0	0	-99	0	1	2	13		0	0			0								
201605170028	95	10	Baghdad	Baghdad	1	1	1	0		0	1	1	3	14	74	Unknown	Market	95	Islamic State of Iraq and the Levant (ISIL)	0	0	1	0	1	8	6	15	0	-9			0								
201605170030	95	10	Baghdad	Baghdad	1	1	1	0		1	1	0	3	14	74	Unknown	Market	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	8	6	16	0	-9			0								
201605170034	95	10	Kirkuk	Daquq district	1	1	1	0		0	1	0	3	12	62	Swiss Foundation for Mine Action (FSD)	Australian Demining Worker	422	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	16	0	-9			0								
201605170039	95	10	Baghdad	Baghdad	1	1	1	0		0	1	0	3	14	74	Unknown	Produce Market	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	7	6	15	0	-9			0								
201605170040	95	10	Baghdad	Baghdad	1	1	1	0		1	1	1	3	14	74	Unknown	Market	95	Islamic State of Iraq and the Levant (ISIL)	0	0	1	0	1	7	6	13	0	-9			0								
201605170043	4	6	Uruzgan	Deh Rahwod district	1	1	1	0		0	1	0	9	4	34	Afghan National Security Force (ANSF)	Forces	4	Taliban	0	0	-99	0	0		13			-9			0								
201605170047	92	6	Chhattisgarh	Rangareddy	1	1	1	0		0	1	0	2	3	22	Central Reserve Police Force (CRPF)	Camp	92	Maoists	0	0	-99	0	0		5	4	0	0			0								
201605170051	182	11	Hiiraan	Bulobarde	1	1	1	0		0	1	0	6	14	113	Not Applicable	Suspected Spy	182	Al-Shabaab	0	0	-99	0	1	10	9	23	0	0			1	1	0	-99			0	4	0
201605170052	160	5	Bukidnon	Casisang	1	1	1	0		0	1	0	1	2	18	Government of Malaybalay	City Council Member: Datu Benjamin Omao	160	New People's Army (NPA)	0	0	-99	0	1	4	5	5	0	0			0								
201605170054	60	10	North Sinai	Arish	1	1	1	0		0	1	0	3	3	23	Egyptian National Police (ENP)	Vehicle	60	Sinai Province of the Islamic State	0	0	-99	0	0		6	16	0	1	3	-99	0								
201605170055	92	6	Jharkhand	Khunti	1	1	1	0		0	0	0	3	20		Unknown	Unknown	92	Maoists	0	0	-99	0	0		6	16	0	0			0								
201605170057	92	6	Punjab	Ludhiana	1	1	1	0		0	1	0	2	15	85	Unknown	Vehicle of Sikh Preacher: Ranjit Singh Dhadrianwale	92	Separatists	0	0	10	0	1	8	5	5	0	1	3	-99	0								
201605170058	147	11	Bayelsa	Egbembiri	1	1	1	0		0	1	0	3	21	106	Eni S.p.A.	Gas Pipeline	147	Red Egbesu Water Lions	0	0	-99	0	1	10	6	28	0	1	4	-99	0								
201605170060	4	6	Nangarhar	Jalalabad	1	1	1	0		0	1	0	6	14	77	Unknown	Polio Workers	4	Taliban	0	0	-99	0	0		13		0	0			1	2	0		-99		0	7	-99
201605170062	92	6	Chhattisgarh	Bastar	1	1	1	0		0	0	0	2	3	25	Indian Police Service (IPS)	Officers	92	Maoists	0	0	-99	0	0		5	5	0	0			0								
201605170063	153	6	Khyber Pakhtunkhwa	Bannu	1	1	1	0		0	1	0	3	2	18	Pakistan Customs	Residence of Retired Customs Officer: Akhtar Ali Khan	153	Tehrik-i-Taliban Pakistan (TTP)	0	0	-99	0	0		6	16	0	1	3	-99	0								
201605170064	45	3	Arauca	Saravena district	1	1	1	0		0	1	0	3	21	108	Ecopetrol	Cano Limon-Covenas Oil Pipeline	45	National Liberation Army of Colombia (ELN)	0	0	-99	0	0		6	16	0	1	4	-99	0								
201605170066	229	11	Haut-Katanga	Mitwaba	1	1	0	1	1	0	1	0	9	4	34	Congolese Army	Soldiers	229	Mayi Mayi	0	0	-99	0	0		13		0	0			-9								
201605170069	92	6	Assam	Natun Chariali	1	1	1	0		0	1	0	3	1	7	Unknown	Hardware Shop	92	Tiwa Liberation Army	0	0	2	2	1	10	6	7	0	-9			0								
201605170071	153	6	Balochistan	Awaran district	1	1	0	1	1	0	0	0	2	4	34	Pakistan Armed Forces	Soldiers	153	Baloch Liberation Front (BLF)	0	0	-99	0	1	2	5	5	0	0			0								
201605180007	95	10	Baghdad	Baghdad	1	1	1	0		0	1	0	3	14	67	Not Applicable	Civilians	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	8	6	16	0	-9			0								
201605180011	95	10	Nineveh	Mosul	1	1	1	0		0	0	1	3	20		Unknown	Unknown	95	Islamic State of Iraq and the Levant (ISIL)	0	0	4	0	1	8	6	15	0	-9			0								
201605180012	95	10	Nineveh	Mosul	1	1	1	0		0	1	0	6	14	67	Not Applicable	Civilians	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		13		0	0			1	35	0		-99		-9	7	-99
201605180013	95	10	Nineveh	Kasik	1	1	1	0		0	1	1	3	14	75	Kisik Area	Area	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	13	0	-9			0								
201605180014	95	10	Nineveh	Mosul	1	1	1	0		0	1	0	6	14	67	Not Applicable	Civilians	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		2		0	0			1	25	0	-99			0	4	0
201605180017	153	6	Khyber Pakhtunkhwa	Peshawar	1	1	1	0		1	1	0	3	3	23	Pakistani Police	Van	153	Khorasan Chapter of the Islamic State	0	0	-99	0	1	8	6	12	0	-9			0								
201605180018	153	6	Khyber Pakhtunkhwa	Peshawar	1	1	1	0		1	1	0	3	3	25	Pakistani Police	Officers	153	Khorasan Chapter of the Islamic State	0	0	-99	0	1	8	6	16	0	-9			0								
201605180031	123	11	Kidal	Aguelhoc	1	1	1	0		0	1	0	3	7	47	United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA)	Chadian Vehicle	422	Ansar al-Dine (Mali)	0	0	-99	0	1	8	6	8	0	1	3	-99	0								
201605180034	4	6	Paktika	Hasham	1	1	1	0		0	1	0	1	3	25	Afghan National Police (ANP)	Police Chief of Khoshamand District: Kahko Shinwari	4	Taliban	0	0	-99	0	1	8	5	5	0	-9			0								
201605180046	228	10	Taizz	Taizz	1	1	0	1	1	1	0	0	9	4	27	Military of Yemen	Posts	228	Houthi extremists (Ansar Allah)	0	0	-99	0	0		13		0	0			0								
201605180047	228	10	Taizz	Taizz	1	1	0	1	1	1	0	0	9	4	27	Military of Yemen	Posts	228	Houthi extremists (Ansar Allah)	0	0	-99	0	0		13		0	0			0								
201605180049	160	5	Negros Oriental	Guihulngan	1	1	1	0		0	1	0	2	14	68	Not Applicable	Civilian: Alfred Cariaga Albino	160	New People's Army (NPA)	0	0	3	0	1	8	5	3	0	0			0								
201605180051	160	5	Sulu	Jolo	1	1	0	1	1	0	1	0	3	4	35	Philippine Army (PA)	Truck	160	Abu Sayyaf Group (ASG)	0	0	1	0	0		6	7	0	1	4	-99	0								
201605180052	4	6	Nangarhar	Khogyani district	1	1	1	0		0	1	0	9	3	22	Afghan National Police (ANP)	Checkpost	4	Taliban	0	0	-99	0	0		13		25	0			0								
201605180057	209	10	Hakkari	Semdinli district	1	1	0	1	1	0	1	0	3	4	29	Turkish Armed Forces (TSK)	Convoy	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		6	16	0	1	4	-99	0								
201605180058	209	10	Mardin	Nusaybin	1	1	0	1	1	0	1	0	2	4	34	Turkish Armed Forces (TSK)	Soldier	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		5	4	0	0			0								
201605180060	4	6	Faryab	Almar district	1	1	1	0		0	1	0	2	4	34	Afghan National Army (ANA)	Forces	4	Taliban	0	0	-99	0	0		5	5		-9			0								
201605180062	113	10	Sirte	Buairat el-Hassun	1	1	0	1	1	1	1	1	3	4	34	Armed Forces of Libya	Soldiers	113	Tripoli Province of the Islamic State	0	0	1	0	1	8	6	15	0	-9			0								
201605180063	113	10	Sirte	Sirte	1	1	0	1	1	1	1	1	3	4	34	Armed Forces of Libya	Soldiers	113	Tripoli Province of the Islamic State	0	0	1	0	1	8	6	15	0	-9			0								
201605180065	4	6	Kunar	Manogay	1	1	1	0		1	1	0	7	8	49	Unknown	School	4	Taliban	0	0	-99	0	0		8	18	0	1	3	-99	0								
201605180066	4	6	Kunar	Manogay	1	1	1	0		1	1	0	7	8	49	Unknown	School	4	Taliban	0	0	-99	0	0		8	18	0	1	3	-99	0								
201605180067	4	6	Kunar	Manogay	1	1	1	0		1	1	0	7	8	49	Unknown	School	4	Taliban	0	0	-99	0	0		8	18	0	1	3	-99	0								
201605180070	209	10	Mardin	Nusaybin	1	1	0	1	1	0	1	0	3	4	35	Turkish Armed Forces (TSK)	Vehicle	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		6	16	0	0			0								
201605180074	92	6	Chhattisgarh	Narayanpur district	1	1	1	0		0	1	0	3	3	25	Indian Police Service (IPS)	Officers	92	Maoists	0	0	-99	0	0		6	12	0	-9			0								
201605180076	182	11	Lower Juba	Hosingow	1	1	0	1	1	0	0	0	9	4	27	African Union Mission in Somalia (AMISOM)	Kenyan Base	422	Al-Shabaab	0	0	-99	0	1	10	13		0	0			0								
201605180079	4	6	Herat	Shindand	1	1	0	1	1	0	0	0	9	4	27	Afghan National Security Force (ANSF)	Outposts	4	Taliban	0	0	-99	0	0		13		7	0			0								
201605180080	4	6	Logar	Ali Khan Qala	1	1	1	0		1	1	0	3	20		Unknown	Unknown		Taliban	0	0	-99	0	1	10	6	8	0	0			0								
201605190001	4	6	Zabul	Qalat	1	1	1	0		0	1	0	2	3	24	Afghan Police	Checkpoint	4	Taliban	0	0	1	0	1	8	5	5	0	1	4	-99	0								
201605190002	4	6	Baghlan	Qaysar Khel	1	1	1	0		0	1	0	3	14	73	Not Applicable	Vehicle	4	Taliban	0	0	-99	0	0		6	8	0	1	3	-99	0								
201605190003	4	6	Kandahar	Gondlan	1	1	0	1	1	0	1	0	1	4	34	Afghan National Army (ANA)	205th Corps Commander: General Abdul Basir Shahrvand	4	Taliban	0	0	-99	0	1	8	6	16	0	0			0								
201605190004	113	10	Benghazi	Benghazi	1	1	1	0		0	1	0	3	1	6	Benghazi Children's Hospital	Hospital	113	Ansar al-Sharia (Libya)	0	0	-99	0	1	7	6	11	0	-9			0								
201605190005	153	6	Balochistan	Quetta	1	1	1	0		0	1	0	3	3	23	Balochistan Constabulary	Van	153	Tehrik-i-Taliban Pakistan (TTP)	0	0	-99	0	0		6	12	0	1	3	-99	0								
201605190006	203	11	Mwanza	Unknown	1	1	1	0		0	1	0	3	15	86	Masjid Rahmani Mosque	Mosque	203	Jabha East Africa	0	0	15	3	1	5	6	17	0	-9			0								
201605190007	4	6	Farah	Farah	1	1	1	0		0	1	0	1	14	68	Not Applicable	Tribal Elder: Haji Amir Ghous	4	Taliban	0	0	-99	0	1	8	5	5	0	0			0								
201605190009	4	6	Balkh	Shash Paikal	1	1	1	0		0	1	0	1	3	25	Afghan Local Police (ALP)	Commander: Gul Jan	4	Taliban	0	0	-99	0	0		5	5	0	0			0								
201605190014	95	10	Diyala	Baqubah	1	1	0	1	1	0	1	0	3	4	29	Iraqi Army	Patrol	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	1	8	6	16	0	-9			0								
201605190015	95	10	Kirkuk	Bashir	1	1	1	0		0	1	0	3	3	22	Iraqi Police Service (IPS)	Police Center	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		6	11	0	1	3	-99	0								
201605190017	92	6	Manipur	Thoubal district	1	1	0	1	1	0	1	0	2	4	29	Border Security Force (BSF)	Patrol	92	National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)	0	0	-99	0	0		6	11	0	0			0								
201605190018	228	10	Hadramawt	Mukalla	1	1	1	0		0	0	1	3	20		Unknown	Unknown	228	Hadramawt Province of the Islamic State	0	0	1	0	0		6	15	0	0			0								
201605190023	95	10	Nineveh	Mosul	1	1	1	0		0	1	0	2	14	69	Not Applicable	House of Christian Civilians	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		8	18	0	1	3	-99	0								
201605190025	4	6	Ghazni	Ab Band district	1	1	1	0		1	1	0	3	20		Unknown	Unknown		Taliban	0	0	-99	0	0		6	16	0	0			0								
201605190026	4	6	Ghazni	Khogyani	1	1	1	0		1	1	0	3	20		Unknown	Unknown		Taliban	0	0	-99	0	0		6	16	0	0			0								
201605190027	4	6	Herat	Shindand district	1	1	1	0		1	1	0	3	20		Unknown	Unknown		Taliban	0	0	-99	0	0		6	16	0	0			0								
201605190029	161	9	Lower Silesia	Wroclaw	1	1	1	0		0	1	0	3	19	99	Unknown	Bus	161	Anti-Immigrant extremists	1	1	1	1	1	8	6	17	0	0			0								
201605190030	209	10	Mardin	Nusaybin	1	1	0	1	1	0	1	0	3	4	34	Turkish Armed Forces (TSK)	Soldiers	209	Civil Protection Units (YPS)	0	0	-99	0	0		6	17	0	0			0								
201605190031	182	11	Banaadir	Mogadishu	1	1	1	0		0	1	1	3	1	2	Unknown	Restaurant	182	Al-Shabaab	0	0	1	0	0		6	13	0	-9			0								
201605190032	92	6	Jharkhand	Kokpara	1	1	1	0		0	1	0	5	19	100	Indian Railways	Dhanbad-Jhargram MEMU Passenger Train	92	Communist Party of India - Maoist (CPI-Maoist)	0	0	10	0	0		5	5	0	1	3	-99	1	4	0	1			0	2	4
201605190034	195	11	South Darfur	Shanga	1	1	1	0		0	1	0	6	14	65	Forika Camp	Internally Displaced Persons (IDPs) Camp	195	Janjaweed	0	0	-99	0	0		5	5	0	0			1	14	0		-99		1	7	-99
201605190036	209	10	Hakkari	Semdinli district	1	1	0	1	1	0	1	0	3	4	34	Turkish Armed Forces (TSK)	Soldier	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		6	16	0	0			0								
201605190037	209	10	Diyarbakir	Unknown	1	1	1	0		0	1	0	9	3	25	Turkish National Police (EGM)	Officer	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		13		0	0			0								
201605190050	137	11	Zambezia	Longoze	1	1	1	0		0	1	0	2	2	18	Correios de Mocambique	Postal Service Bus	137	Mozambique National Resistance Movement (MNR)	0	0	-99	0	0		5	5	0	0			0								
201605190053	4	6	Logar	Juma Qala	1	1	1	0		1	1	0	3	20		Unknown	Unknown		Taliban	0	0	-99	0	1	10	6	8	0	0			0								
201605190056	113	10	Sirte	Sirte	1	1	1	0		1	1	0	1	4	34	Armed Forces of Libya	Former Commander: Colonel Khalifa Mhammad al-Nasrawi al-Darbashi al-Qaddhafi	113	Tripoli Province of the Islamic State	0	0	-99	0	0		5	5	0	0			0								
201605190057	113	10	Sirte	Sirte	1	1	1	0		1	1	0	2	14	68	Not Applicable	Civilian: Bashir Milad al-'Umari	113	Tripoli Province of the Islamic State	0	0	-99	0	0		5	5	0	0			0								
201605200004	95	10	Nineveh	Mosul	1	1	1	0		0	1	0	6	14	67	Not Applicable	Civilians	95	Islamic State of Iraq and the Levant (ISIL)	0	0	-99	0	0		13		0	0			1	22	0		-99		-9	7	-99
201605200013	195	11	North Darfur	El Rayyan	1	1	1	0		0	1	0	6	3	25	Sudanese Police	Officer: Osman Turbo	195	Janjaweed	0	0	13	0	0		5	2	0	0			1	1	0		-99		0	7	-99
201605200014	195	11	North Darfur	Tawilah	1	1	1	0		0	1	0	8	4	39	Popular Defense Forces (PDF)	Members	195	Janjaweed	0	0	-99	0	0		9	21	0	0			0								
201605200016	153	6	Khyber Pakhtunkhwa	Peshawar	1	1	1	0		0	1	1	3	20		Unknown	Unknown	153	Tehrik-i-Taliban Pakistan (TTP)	0	0	3	0	0		6	13	0	0			0								
201605200018	146	11	Diffa	Bosso	1	1	1	0		0	1	0	2	14	75	Bosso Village	Village	146	Boko Haram	0	0	-99	0	0		5	5	0	1	4	-99	0								
201605200020	4	6	Jawzjan	Almalak	1	1	1	0		0	1	0	9	17	94	National Uprising Movement (NUM)	Members	4	Taliban	0	0	-99	0	0		13		0	0			0								
201605200021	4	6	Faryab	Shirin Tagab district	1	1	1	0		0	1	0	6	14	77	Unknown	Representative of Disabled and Martyrs: Haji Mirza Hakim	4	Taliban	0	0	-99	0	0		5	5	0	0			1	1	0	-99			0	4	0
201605200028	92	6	Jharkhand	Ghaghra	1	1	1	0		0	1	0	2	1	10	Unknown	Bauxite Mine Site	92	People's Liberation Front of India	0	0	30	0	1	5	5	5	0	1	4	-99	0								
201605200031	4	6	Kabul	Paghman district	1	1	1	0		0	0	0	1	14	77	Not Applicable	House of Former Jihadi Leader: Abdul Rab Rasool Sayyaf	4	Taliban	0	0	-99	0	0		6	11	0	0			0								
201605200032	19	6	Khulna	Kushtia	1	1	1	0		0	1	0	2	8	48	Islami University	Assistant Professor: Saif uz-Zaman	19	Islamic State in Bangladesh	1	0	3	-99	1	7	9	23	0	0			0								
201605200033	209	10	Mardin	Baglica	1	1	1	0		1	1	0	9	2	15	Government of Baglica	Former Village Chief: Kazim Kavak	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		13		0	0			0								
201605200034	209	10	Mardin	Mardin	1	1	0	1	1	1	1	0	3	4	35	Turkish Armed Forces (TSK)	Vehicles	209	Kurdistan Workers' Party (PKK)	0	0	-99	0	0		6	16	0	-9			0								
201605200036	147	11	Benue	Agwabi	1	1	1	0		0	1	0	2	14	75	Tarfi Village	Village	147	Fulani extremists	0	0	-99	0	0		5	5	0	0			0								
201605200040	147	11	Ekiti	Oke-Ako	0	1	1	1	2	0	1	0	2	14	75	Oke-Ako Community	Community	147	Fulani extremists	0	0	-99	0	0		5	5	0	0			0								
